0	0	b-u	1
0	0	u-b	1
0	38	b-u	1
38	0	u-b	1
0	53	b-u	1
53	0	u-b	1
0	93	b-u	1
93	0	u-b	1
0	100	b-u	1
100	0	u-b	1
0	114	b-u	1
114	0	u-b	1
0	135	b-u	1
135	0	u-b	1
0	141	b-u	1
141	0	u-b	1
0	155	b-u	1
155	0	u-b	1
0	158	b-u	1
158	0	u-b	1
0	171	b-u	2
171	0	u-b	2
0	192	b-u	1
192	0	u-b	1
0	215	b-u	1
215	0	u-b	1
0	267	b-u	1
267	0	u-b	1
0	291	b-u	1
291	0	u-b	1
0	301	b-u	1
301	0	u-b	1
0	315	b-u	1
315	0	u-b	1
0	340	b-u	1
340	0	u-b	1
0	342	b-u	1
342	0	u-b	1
0	413	b-u	1
413	0	u-b	1
0	472	b-u	1
472	0	u-b	1
0	494	b-u	1
494	0	u-b	1
0	576	b-u	1
576	0	u-b	1
0	615	b-u	1
615	0	u-b	1
0	629	b-u	1
629	0	u-b	1
0	640	b-u	3
640	0	u-b	3
0	679	b-u	1
679	0	u-b	1
0	726	b-u	1
726	0	u-b	1
0	846	b-u	1
846	0	u-b	1
0	850	b-u	1
850	0	u-b	1
0	879	b-u	1
879	0	u-b	1
0	906	b-u	1
906	0	u-b	1
0	908	b-u	1
908	0	u-b	1
0	1049	b-u	1
1049	0	u-b	1
0	1142	b-u	1
1142	0	u-b	1
0	1177	b-u	1
1177	0	u-b	1
0	1270	b-u	1
1270	0	u-b	1
1	1	b-u	1
1	1	u-b	1
1	209	b-u	1
209	1	u-b	1
1	223	b-u	1
223	1	u-b	1
1	526	b-u	1
526	1	u-b	1
1	561	b-u	1
561	1	u-b	1
1	635	b-u	1
635	1	u-b	1
1	735	b-u	1
735	1	u-b	1
1	742	b-u	1
742	1	u-b	1
1	1148	b-u	1
1148	1	u-b	1
2	2	b-u	1
2	2	u-b	1
2	5	b-u	2
5	2	u-b	2
2	61	b-u	1
61	2	u-b	1
2	95	b-u	2
95	2	u-b	2
2	106	b-u	1
106	2	u-b	1
2	107	b-u	1
107	2	u-b	1
2	108	b-u	1
108	2	u-b	1
2	175	b-u	3
175	2	u-b	3
2	243	b-u	1
243	2	u-b	1
2	289	b-u	2
289	2	u-b	2
2	356	b-u	2
356	2	u-b	2
2	391	b-u	1
391	2	u-b	1
2	473	b-u	1
473	2	u-b	1
2	490	b-u	1
490	2	u-b	1
2	522	b-u	1
522	2	u-b	1
2	525	b-u	1
525	2	u-b	1
2	566	b-u	1
566	2	u-b	1
2	577	b-u	1
577	2	u-b	1
2	646	b-u	1
646	2	u-b	1
2	667	b-u	1
667	2	u-b	1
2	707	b-u	1
707	2	u-b	1
2	750	b-u	1
750	2	u-b	1
2	787	b-u	1
787	2	u-b	1
2	798	b-u	1
798	2	u-b	1
2	852	b-u	2
852	2	u-b	2
2	883	b-u	2
883	2	u-b	2
2	903	b-u	1
903	2	u-b	1
2	933	b-u	1
933	2	u-b	1
2	1079	b-u	2
1079	2	u-b	2
3	3	b-u	1
3	3	u-b	1
3	35	b-u	1
35	3	u-b	1
3	109	b-u	1
109	3	u-b	1
3	184	b-u	1
184	3	u-b	1
3	218	b-u	3
218	3	u-b	3
3	232	b-u	1
232	3	u-b	1
3	243	b-u	1
243	3	u-b	1
3	320	b-u	1
320	3	u-b	1
3	379	b-u	2
379	3	u-b	2
3	387	b-u	1
387	3	u-b	1
3	474	b-u	1
474	3	u-b	1
3	589	b-u	1
589	3	u-b	1
3	643	b-u	1
643	3	u-b	1
3	699	b-u	1
699	3	u-b	1
3	708	b-u	1
708	3	u-b	1
3	713	b-u	1
713	3	u-b	1
3	780	b-u	1
780	3	u-b	1
3	967	b-u	1
967	3	u-b	1
3	997	b-u	1
997	3	u-b	1
3	1001	b-u	1
1001	3	u-b	1
3	1082	b-u	1
1082	3	u-b	1
3	1156	b-u	1
1156	3	u-b	1
3	1214	b-u	1
1214	3	u-b	1
3	1236	b-u	1
1236	3	u-b	1
4	4	b-u	2
4	4	u-b	2
4	40	b-u	1
40	4	u-b	1
4	41	b-u	1
41	4	u-b	1
4	42	b-u	1
42	4	u-b	1
4	51	b-u	2
51	4	u-b	2
4	53	b-u	1
53	4	u-b	1
4	59	b-u	2
59	4	u-b	2
4	64	b-u	1
64	4	u-b	1
4	86	b-u	1
86	4	u-b	1
4	96	b-u	2
96	4	u-b	2
4	103	b-u	1
103	4	u-b	1
4	107	b-u	1
107	4	u-b	1
4	124	b-u	1
124	4	u-b	1
4	137	b-u	2
137	4	u-b	2
4	139	b-u	1
139	4	u-b	1
4	182	b-u	1
182	4	u-b	1
4	190	b-u	1
190	4	u-b	1
4	206	b-u	1
206	4	u-b	1
4	220	b-u	1
220	4	u-b	1
4	238	b-u	1
238	4	u-b	1
4	249	b-u	2
249	4	u-b	2
4	255	b-u	1
255	4	u-b	1
4	257	b-u	1
257	4	u-b	1
4	262	b-u	1
262	4	u-b	1
4	268	b-u	1
268	4	u-b	1
4	270	b-u	1
270	4	u-b	1
4	309	b-u	1
309	4	u-b	1
4	327	b-u	1
327	4	u-b	1
4	330	b-u	1
330	4	u-b	1
4	344	b-u	1
344	4	u-b	1
4	345	b-u	1
345	4	u-b	1
4	415	b-u	1
415	4	u-b	1
4	437	b-u	1
437	4	u-b	1
4	441	b-u	1
441	4	u-b	1
4	457	b-u	1
457	4	u-b	1
4	475	b-u	1
475	4	u-b	1
4	503	b-u	3
503	4	u-b	3
4	515	b-u	1
515	4	u-b	1
4	531	b-u	1
531	4	u-b	1
4	593	b-u	1
593	4	u-b	1
4	598	b-u	1
598	4	u-b	1
4	601	b-u	1
601	4	u-b	1
4	619	b-u	1
619	4	u-b	1
4	628	b-u	1
628	4	u-b	1
4	636	b-u	2
636	4	u-b	2
4	657	b-u	1
657	4	u-b	1
4	660	b-u	1
660	4	u-b	1
4	662	b-u	4
662	4	u-b	4
4	708	b-u	2
708	4	u-b	2
4	729	b-u	1
729	4	u-b	1
4	745	b-u	1
745	4	u-b	1
4	752	b-u	1
752	4	u-b	1
4	804	b-u	1
804	4	u-b	1
4	825	b-u	1
825	4	u-b	1
4	829	b-u	1
829	4	u-b	1
4	855	b-u	1
855	4	u-b	1
4	856	b-u	1
856	4	u-b	1
4	859	b-u	1
859	4	u-b	1
4	885	b-u	1
885	4	u-b	1
4	903	b-u	1
903	4	u-b	1
4	904	b-u	1
904	4	u-b	1
4	928	b-u	1
928	4	u-b	1
4	931	b-u	1
931	4	u-b	1
4	952	b-u	4
952	4	u-b	4
4	973	b-u	1
973	4	u-b	1
4	980	b-u	1
980	4	u-b	1
4	985	b-u	1
985	4	u-b	1
4	990	b-u	1
990	4	u-b	1
4	1005	b-u	1
1005	4	u-b	1
4	1006	b-u	1
1006	4	u-b	1
4	1014	b-u	1
1014	4	u-b	1
4	1026	b-u	1
1026	4	u-b	1
4	1030	b-u	1
1030	4	u-b	1
4	1119	b-u	1
1119	4	u-b	1
4	1145	b-u	1
1145	4	u-b	1
4	1156	b-u	1
1156	4	u-b	1
4	1160	b-u	1
1160	4	u-b	1
4	1165	b-u	1
1165	4	u-b	1
4	1187	b-u	1
1187	4	u-b	1
4	1190	b-u	1
1190	4	u-b	1
4	1204	b-u	1
1204	4	u-b	1
4	1205	b-u	1
1205	4	u-b	1
4	1250	b-u	1
1250	4	u-b	1
5	5	b-u	1
5	5	u-b	1
5	20	b-u	1
20	5	u-b	1
5	41	b-u	1
41	5	u-b	1
5	48	b-u	1
48	5	u-b	1
5	64	b-u	1
64	5	u-b	1
5	70	b-u	1
70	5	u-b	1
5	86	b-u	1
86	5	u-b	1
5	92	b-u	1
